id,title,price,rating,availability,category,link,image
579,One for the Money (Stephanie Plum #1),Â£32.87,Two,In stock,Default,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,https://books.toscrape.com/media/cache/4e/52/4e52f087337abef25de62845f093ed6e.jpg
580,Morning Star (Red Rising #3),Â£29.40,One,In stock,Default,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,https://books.toscrape.com/media/cache/b5/f0/b5f04530d0343e763a80ef3f2dbdb386.jpg
581,Life After Life,Â£26.13,Two,In stock,Default,https://books.toscrape.com/catalogue/life-after-life_187/index.html,https://books.toscrape.com/media/cache/59/80/59803a88c2e5dd7a2e36de1d41f7f1ae.jpg
582,"Lean In: Women, Work, and the Will to Lead",Â£25.02,One,In stock,Default,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,https://books.toscrape.com/media/cache/4f/e5/4fe55bc7134401f6db04f0775ead1d4c.jpg
583,Is Everyone Hanging Out Without Me? (And Other Concerns),Â£20.11,Three,In stock,Default,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,https://books.toscrape.com/media/cache/6b/94/6b94e98f822a42c03c4ff0b9cfdd6e0c.jpg
584,Gone Girl,Â£37.60,Five,In stock,Default,https://books.toscrape.com/catalogue/gone-girl_162/index.html,https://books.toscrape.com/media/cache/24/ad/24ad42075b1aa1403aef934c29c1e8ba.jpg
585,Fellside,Â£38.62,One,In stock,Default,https://books.toscrape.com/catalogue/fellside_155/index.html,https://books.toscrape.com/media/cache/f4/8f/f48f179d6bda290b66b2d165e0a419e6.jpg
586,Eclipse (Twilight #3),Â£18.74,One,In stock,Default,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,https://books.toscrape.com/media/cache/05/f8/05f833af99c37decb506e34e36f5cdaf.jpg
587,Dracula,Â£52.62,Three,In stock,Default,https://books.toscrape.com/catalogue/dracula_150/index.html,https://books.toscrape.com/media/cache/ef/d7/efd7c316b4d60a403ba6d111fdeb2d41.jpg
588,Dead Wake: The Last Crossing of the Lusitania,Â£39.24,Five,In stock,Default,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,https://books.toscrape.com/media/cache/69/0e/690ee5b7ef94ea460861eee2e67fd787.jpg
589,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Â£17.81,One,In stock,Default,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,https://books.toscrape.com/media/cache/df/95/df9520adbabbb17f22fcb3f49c69640f.jpg
590,Dark Places,Â£23.90,Five,In stock,Default,https://books.toscrape.com/catalogue/dark-places_144/index.html,https://books.toscrape.com/media/cache/51/bf/51bf575f9af355f4f9f98abe8986402a.jpg
591,Breaking Dawn (Twilight #4),Â£35.28,Five,In stock,Default,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html,https://books.toscrape.com/media/cache/ce/24/ce242d3eb00bf1938d6c18e0261ef868.jpg
592,Beautiful Creatures (Caster Chronicles #1),Â£21.55,Five,In stock,Default,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,https://books.toscrape.com/media/cache/82/06/8206f351bd1ff6f52eed515a3b366916.jpg
593,A Visit from the Goon Squad,Â£14.08,Five,In stock,Default,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html,https://books.toscrape.com/media/cache/92/02/9202adfd4bc39e4058c5b9e851ffbf5a.jpg
594,The Zombie Room,Â£19.69,Five,In stock,Default,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,https://books.toscrape.com/media/cache/1a/2d/1a2d5e478c6b33738ff17e7acfbd8b66.jpg
595,The Name of the Wind (The Kingkiller Chronicle #1),Â£50.59,Three,In stock,Default,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,https://books.toscrape.com/media/cache/6a/b3/6ab3616e7495ef64b1546a178cf8a9e7.jpg
596,Taking Shots (Assassins #1),Â£18.88,Two,In stock,Default,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html,https://books.toscrape.com/media/cache/ea/92/ea92404bce04a4bc76f3ed9c5344b2bf.jpg
597,Shatter Me (Shatter Me #1),Â£42.40,One,In stock,Default,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html,https://books.toscrape.com/media/cache/f0/31/f031254cafbdff0092c76c8dcba24139.jpg
598,Paradise Lost (Paradise #1),Â£24.96,One,In stock,Default,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html,https://books.toscrape.com/media/cache/66/f9/66f9edebe41032584e08dcf2fc27b8b4.jpg
599,On the Road (Duluoz Legend),Â£32.36,Three,In stock,Default,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html,https://books.toscrape.com/media/cache/b8/3e/b83e5f1b9c1dcfe0ef05cff4b080e0fa.jpg
600,Jane Eyre,Â£38.43,Five,In stock,Default,https://books.toscrape.com/catalogue/jane-eyre_27/index.html,https://books.toscrape.com/media/cache/0b/9b/0b9bd2c1de5ec402b2c797b53e5257f6.jpg
601,Frankenstein,Â£38.00,Two,In stock,Default,https://books.toscrape.com/catalogue/frankenstein_20/index.html,https://books.toscrape.com/media/cache/00/25/0025515e987a1ebd648773f9ac70bfe6.jpg
602,Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,One,In stock,Science Fiction,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,https://books.toscrape.com/media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
603,Join,Â£35.67,Five,In stock,Science Fiction,https://books.toscrape.com/catalogue/join_902/index.html,https://books.toscrape.com/media/cache/93/63/9363f0065fbad5689f44fcf6e203eef3.jpg
604,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Â£43.30,Four,In stock,Science Fiction,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,https://books.toscrape.com/media/cache/02/37/0237b445efc18c5562355a5a2c40889c.jpg
605,The Project,Â£10.65,One,In stock,Science Fiction,https://books.toscrape.com/catalogue/the-project_856/index.html,https://books.toscrape.com/media/cache/10/6e/106e2fc7160712edf8e2ff996dc8cd6c.jpg
606,Soft Apocalypse,Â£26.12,Two,In stock,Science Fiction,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,https://books.toscrape.com/media/cache/f0/06/f0060c756556b855184fa32f66280961.jpg
607,Sleeping Giants (Themis Files #1),Â£48.74,One,In stock,Science Fiction,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,https://books.toscrape.com/media/cache/c0/72/c072c1ef144d571abd25fe9cc18cceba.jpg
608,Arena,Â£21.36,Four,In stock,Science Fiction,https://books.toscrape.com/catalogue/arena_587/index.html,https://books.toscrape.com/media/cache/51/88/518810d182843244a404f2a2a614a93b.jpg
609,Foundation (Foundation (Publication Order) #1),Â£32.42,One,In stock,Science Fiction,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,https://books.toscrape.com/media/cache/8b/92/8b9267df86378b6973974ae7e1924ffe.jpg
610,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Â£10.92,One,In stock,Science Fiction,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,https://books.toscrape.com/media/cache/b8/b2/b8b2956acc758a381beef87339c0a52f.jpg
611,Ready Player One,Â£19.07,Four,In stock,Science Fiction,https://books.toscrape.com/catalogue/ready-player-one_209/index.html,https://books.toscrape.com/media/cache/51/34/513418bd1c6114f3ea1fd703278e20ef.jpg
612,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Â£33.26,Two,In stock,Science Fiction,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,https://books.toscrape.com/media/cache/ef/8b/ef8bc5adcd3bea8e8ba97be76d07a32a.jpg
613,Dune (Dune #1),Â£54.86,One,In stock,Science Fiction,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html,https://books.toscrape.com/media/cache/7a/bc/7abccb865ecf9b0f676800b10c71cfd6.jpg
614,Do Androids Dream of Electric Sheep? (Blade Runner #1),Â£51.48,One,In stock,Science Fiction,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,https://books.toscrape.com/media/cache/fa/65/fa653fbe3a4c69227c9b79d471cee576.jpg
615,Three Wishes (River of Time: California #1),Â£44.18,Two,In stock,Science Fiction,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,https://books.toscrape.com/media/cache/c7/21/c721943edf481cad5ab32505e2ad3865.jpg
616,The Last Girl (The Dominion Trilogy #1),Â£36.26,Two,In stock,Science Fiction,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html,https://books.toscrape.com/media/cache/da/47/da4746e620f8ccd7cf20628d1a5e535a.jpg
617,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Â£34.96,Four,In stock,Science Fiction,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,https://books.toscrape.com/media/cache/f4/83/f4835e9f3fdd8b8107bbb39a391654f0.jpg
618,The Book of Basketball: The NBA According to The Sports Guy,Â£44.84,Five,In stock,Sports and Games,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,https://books.toscrape.com/media/cache/61/2c/612caeb0b2acb35c100629f0f52a40d7.jpg
619,"Friday Night Lights: A Town, a Team, and a Dream",Â£51.22,Three,In stock,Sports and Games,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,https://books.toscrape.com/media/cache/7d/cf/7dcf6c3b419bf7e7e3b3b8162b177869.jpg
620,Sugar Rush (Offensive Line #2),Â£24.42,One,In stock,Sports and Games,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,https://books.toscrape.com/media/cache/c3/a9/c3a90a5baa833a37c29c4b03a444737c.jpg
621,Settling the Score (The Summer Games #1),Â£44.91,Two,In stock,Sports and Games,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html,https://books.toscrape.com/media/cache/9b/4e/9b4ece2ab5a6335c8594c878e2f22df1.jpg
622,Icing (Aces Hockey #2),Â£40.44,Four,In stock,Sports and Games,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html,https://books.toscrape.com/media/cache/8d/1e/8d1e285bf672b2ea66879490cc5f6904.jpg
623,The Torch Is Passed: A Harding Family Story,Â£19.09,One,In stock,Add a comment,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,https://books.toscrape.com/media/cache/33/e5/33e507172541628acfd421503196b578.jpg
624,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Â£23.89,Four,In stock,Add a comment,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,https://books.toscrape.com/media/cache/f8/6d/f86d08178e3788563ac17be5aefd29f0.jpg
625,The Art Forger,Â£40.76,Three,In stock,Add a comment,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,https://books.toscrape.com/media/cache/70/fa/70fa6c0437d9c97dbeada6bd32bf9d2c.jpg
626,On a Midnight Clear,Â£14.07,Three,In stock,Add a comment,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,https://books.toscrape.com/media/cache/a1/14/a114d70e7babf110ba42a389078e9a45.jpg
627,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Â£53.90,Two,In stock,Add a comment,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,https://books.toscrape.com/media/cache/5f/52/5f52b1bc6d45daab2e330c744feb0359.jpg
628,"Shobu Samurai, Project Aryoku (#3)",Â£29.06,Three,In stock,Add a comment,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,https://books.toscrape.com/media/cache/ae/0c/ae0ccc307568b6d7699786411f3cbcc4.jpg
629,Modern Romance,Â£28.26,Five,In stock,Add a comment,https://books.toscrape.com/catalogue/modern-romance_820/index.html,https://books.toscrape.com/media/cache/28/78/2878538a1039d9c4649110499a1393fb.jpg
630,The White Queen (The Cousins' War #1),Â£25.91,Five,In stock,Add a comment,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,https://books.toscrape.com/media/cache/72/d8/72d861617b6d3aababe6e61e8d3c1056.jpg
631,The Song of Achilles,Â£37.40,Five,In stock,Add a comment,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,https://books.toscrape.com/media/cache/66/f7/66f79b76d6c6b64fcc8110515c454e09.jpg
632,The Immortal Life of Henrietta Lacks,Â£40.67,Two,In stock,Add a comment,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,https://books.toscrape.com/media/cache/94/ac/94ac87da7b40853013093f08356efa3b.jpg
633,The Dovekeepers,Â£48.78,One,In stock,Add a comment,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,https://books.toscrape.com/media/cache/8f/3f/8f3f4d67e30a8129577ccc4664998345.jpg
634,More Than Music (Chasing the Dream #1),Â£37.61,Two,In stock,Add a comment,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,https://books.toscrape.com/media/cache/3f/e7/3fe7073a5caac81929524d2d9488f928.jpg
635,Code Name Verity (Code Name Verity #1),Â£22.13,Four,In stock,Add a comment,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,https://books.toscrape.com/media/cache/f5/58/f55886d1bf600529a35e1bd932c78ca0.jpg
636,Cell,Â£20.29,Four,In stock,Add a comment,https://books.toscrape.com/catalogue/cell_674/index.html,https://books.toscrape.com/media/cache/0b/97/0b97282ed82b771ed328e05386a84adb.jpg
637,Angels Walking (Angels Walking #1),Â£34.20,Two,In stock,Add a comment,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,https://books.toscrape.com/media/cache/50/0e/500eeb810e940424827580574e46852c.jpg
638,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Â£56.48,Two,In stock,Add a comment,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,https://books.toscrape.com/media/cache/9b/20/9b2076ce7414103a093ce2459d089969.jpg
639,A People's History of the United States,Â£40.79,Two,In stock,Add a comment,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,https://books.toscrape.com/media/cache/75/20/75200336c141156746000f7055df344a.jpg
640,A Brush of Wings (Angels Walking #3),Â£55.51,One,In stock,Add a comment,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,https://books.toscrape.com/media/cache/4d/16/4d163d43cb4aa624e599330a39abace5.jpg
641,Rook,Â£37.86,Four,In stock,Add a comment,https://books.toscrape.com/catalogue/rook_647/index.html,https://books.toscrape.com/media/cache/55/33/5533595a623c3bb947c4a5171fc2df08.jpg
642,The Midnight Watch: A Novel of the Titanic and the Californian,Â£26.20,One,In stock,Add a comment,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,https://books.toscrape.com/media/cache/97/3a/973a2c3462a18fc90d3b9662d959df37.jpg
643,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Â£59.15,Four,In stock,Add a comment,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,https://books.toscrape.com/media/cache/9f/25/9f255826f354776dda9afbd5576a7add.jpg
644,The Children,Â£11.88,Three,In stock,Add a comment,https://books.toscrape.com/catalogue/the-children_633/index.html,https://books.toscrape.com/media/cache/d8/03/d803ab341d3020a3bb280d6135e4ae65.jpg
645,One with You (Crossfire #5),Â£15.71,Four,In stock,Add a comment,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,https://books.toscrape.com/media/cache/b8/29/b829181ae95c8f020c1ad3273192de30.jpg
646,Without Shame,Â£48.27,Five,In stock,Add a comment,https://books.toscrape.com/catalogue/without-shame_580/index.html,https://books.toscrape.com/media/cache/90/86/9086ca3d1d5c4059beb7dcf762926e1e.jpg
647,Watchmen,Â£58.05,Four,In stock,Add a comment,https://books.toscrape.com/catalogue/watchmen_579/index.html,https://books.toscrape.com/media/cache/0b/43/0b43137f35134bf211608d1e7197b086.jpg
648,A Hero's Curse (The Unseen Chronicles #1),Â£50.49,Three,In stock,Add a comment,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,https://books.toscrape.com/media/cache/95/68/95685fabe00befa6dc91277cde703b55.jpg
649,23 Degrees South: A Tropical Tale of Changing Whether...,Â£35.79,Two,In stock,Add a comment,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,https://books.toscrape.com/media/cache/29/3e/293e31894cd2c5bf2aff452b8c818b66.jpg
650,The Glass Castle,Â£16.24,One,In stock,Add a comment,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,https://books.toscrape.com/media/cache/e0/e9/e0e97d416322d9728df7d9e589d6a998.jpg
